MLS Number,Street Address,zip_code,county,County_Index,List Price,Sale Price,Age,Sq Ft Total,Lot Size,Days On Market,Listing Date,Sale Date,Year Built,Listing Year,Sale Year
CROC21099023,32931 Paseo Miraflores ,92675,Orange,1,740000,740000,48,1187,1785,1,6/9/2021 0:00,6/10/2021 0:00,1973,2021,2021
CRP1-5182,4045 Hampstead RD ,91011,Los Angeles,0,1990000,2420000,72,2221,46609,25,6/11/2021 0:00,7/6/2021 0:00,1949,2021,2021
CRPW21120732,29 Cassidy ,92620,Orange,1,1698000,1751000,11,3294,4050,11,6/4/2021 0:00,6/15/2021 0:00,2010,2021,2021
CRV0-220000621,112 Wormwood ST ,93023,Ventura,12,649900,643000,43,1309,8112,53,1/17/2020 0:00,3/10/2020 0:00,1978,2020,2020
EB40953607,5210 Keller Ridge Dr ,94517,Contra Costa,4,1199000,1380000,22,3079,7750,8,6/10/2021 0:00,6/18/2021 0:00,1999,2021,2021
ME221067722,2041 Brixham DR ,95747,Placer,10,689000,705000,10,2438,8085,6,6/15/2021 0:00,6/21/2021 0:00,2011,2021,2021
BA321054046,1103 Jeanne CT ,94585,Solano,14,540000,555000,44,1820,6098,11,6/20/2021 0:00,7/1/2021 0:00,1977,2021,2021
BE40955044,4235 Reinhardt Dr ,94619,Alameda,5,998000,1500000,74,1836,6786,4,6/18/2021 0:00,6/22/2021 0:00,1947,2021,2021
BE40957176,2079 23Rd Ave ,94116,San Francisco,19,990000,997800,78,1200,3000,5,7/2/2021 0:00,7/7/2021 0:00,1943,2021,2021
CC40956015,14 Macpherson Pl ,94526,Contra Costa,4,1899000,2200000,32,2947,10000,2,6/24/2021 0:00,6/26/2021 0:00,1989,2021,2021
CRCV21124887,423 Sugarloaf BLVD ,92314,San Bernardino,8,312000,320000,54,870,3500,4,6/10/2021 0:00,6/14/2021 0:00,1967,2021,2021
CRCV21126978,6702 Ferron AVE ,91775,Los Angeles,0,798000,868000,59,1632,5723,17,6/1/2021 0:00,6/18/2021 0:00,1962,2021,2021
CRIG21127498,11215 Cameron DR ,92505,Riverside,3,465000,490000,43,1178,6970,0,6/12/2021 0:00,6/12/2021 0:00,1978,2021,2021
CRNDP2106752,13389 Keegan PL ,92130,San Diego,7,1299000,1280000,35,2128,9338,0,6/11/2021 0:00,6/11/2021 0:00,1986,2021,2021
CROC21124596,10 Soaring Hawk ,92614,Orange,1,1045000,1045000,37,1887,4462,0,4/15/2021 0:00,4/15/2021 0:00,1984,2021,2021
CROC21129621,945 E Rose AVE ,92867,Orange,1,849000,820000,68,1550,8061,0,6/16/2021 0:00,6/16/2021 0:00,1953,2021,2021
CRP0-819003610,2674 Lincoln AVE ,91001,Los Angeles,0,685000,670000,59,1589,7540,56,8/2/2019 0:00,9/27/2019 0:00,1962,2019,2019
CRPTP2103772,15010 Driftwood Creek RD ,92021,San Diego,7,1210000,1210000,22,3178,87120,15,5/28/2021 0:00,6/12/2021 0:00,1999,2021,2021
CRPW21092179,2314 E Myrrh ST ,90221,Los Angeles,0,335000,335000,105,700,4059,29,4/29/2021 0:00,5/28/2021 0:00,1916,2021,2021
CRPW21094768,5931 E Fairbrook ST ,90815,Los Angeles,0,1049900,1150000,72,1994,6150,5,6/17/2021 0:00,6/22/2021 0:00,1949,2021,2021
ME202000861,2569 Oro Quincy HWY ,95966,Butte,9,310000,325000,62,1688,21344,135,3/10/2020 0:00,7/23/2020 0:00,1959,2020,2020
ME221060663,4423 Ligurian Sea LN ,95834,Sacramento,2,658990,692000,3,2206,5815,9,6/15/2021 0:00,6/24/2021 0:00,2018,2021,2021
ME221065701,1155 TAWNY LN ,95380,Stanislaus,16,405000,415000,27,1300,8586,8,6/10/2021 0:00,6/18/2021 0:00,1994,2021,2021
ME221070796,1448 Southwood WAY ,95747,Placer,10,550000,565000,33,2039,7192,26,5/29/2021 0:00,6/24/2021 0:00,1988,2021,2021
ML81847992,472 Edgewood RD ,94402,San Mateo,11,4195000,4125000,94,3130,13500,13,6/9/2021 0:00,6/22/2021 0:00,1927,2021,2021
ML81848128,400 Creekside LN ,95037,Santa Clara,6,799000,855000,37,1473,2185,4,6/16/2021 0:00,6/20/2021 0:00,1984,2021,2021
ML81848750,24260 Pheasant CT ,93908,Monterey,22,800000,822000,40,1602,5501,1,6/14/2021 0:00,6/15/2021 0:00,1981,2021,2021
ML81849142,130 Euclid AVE ,94577,Alameda,5,649000,755000,106,1288,4800,8,6/16/2021 0:00,6/24/2021 0:00,1915,2021,2021
ML81849982,1941 Newport AVE ,95062,Santa Cruz,26,1335000,1410000,57,1772,6534,8,6/21/2021 0:00,6/29/2021 0:00,1964,2021,2021
ML81852668,1271 Hersman DR ,95020,Santa Clara,6,800000,800000,41,1798,7140,0,7/6/2021 0:00,7/6/2021 0:00,1980,2021,2021
SF421561993,6054 Fairlane DR ,94611,Alameda,5,1888000,2395000,26,3565,9350,5,6/11/2021 0:00,6/16/2021 0:00,1995,2021,2021
TM21-751752,15053 Rayneta DR ,91403,Los Angeles,0,1750000,1659750,31,5263,6208,20,6/21/2021 0:00,7/11/2021 0:00,1990,2021,2021
BA321051584,731 H ST ,94952,Sonoma,13,799000,850000,90,1037,7200,16,6/16/2021 0:00,7/2/2021 0:00,1931,2021,2021
BA321064808,225 Cheyenne DR ,95688,Solano,14,670000,670000,44,2053,8276,75,4/14/2021 0:00,6/28/2021 0:00,1977,2021,2021
CC40953976,1829 Silverwood Dr ,94519,Contra Costa,4,719600,765000,68,1320,6500,9,6/11/2021 0:00,6/20/2021 0:00,1953,2021,2021
CC40954548,5872 Cattleya Way ,94582,Contra Costa,4,1800000,2000000,22,2793,5670,5,6/16/2021 0:00,6/21/2021 0:00,1999,2021,2021
CROC21124548,747 Esther WAY ,92373,San Bernardino,8,545000,545000,66,1386,7280,13,6/8/2021 0:00,6/21/2021 0:00,1955,2021,2021
CROC21131771,810 E Whitecap AVE ,92865,Orange,1,720000,718000,61,1213,7200,8,6/21/2021 0:00,6/29/2021 0:00,1960,2021,2021
CROC21149197,2925 Caballista Del Norte ,92673,Orange,1,1075000,1075000,35,1558,7500,2,5/31/2021 0:00,6/2/2021 0:00,1986,2021,2021
CRSW21124258,29027 Turtle Rock CT ,92587,Riverside,3,495000,547000,15,2195,9583,6,6/8/2021 0:00,6/14/2021 0:00,2006,2021,2021
EB40954862,8 E Lake Ct ,94509,Contra Costa,4,700000,700000,55,1796,7200,0,6/17/2021 0:00,6/17/2021 0:00,1966,2021,2021
ME201703531,11633 County Road 56 ,96101,Modoc,43,172500,172500,43,1344,934362,892,10/25/2017 0:00,4/4/2020 0:00,1978,2017,2020
ME221066409,3190 Halyard WAY ,95758,Sacramento,2,500000,560000,23,1495,6159,4,6/11/2021 0:00,6/15/2021 0:00,1998,2021,2021
ME221073243,1098 Willow Creek DR ,95991,Sutter,23,389750,405000,34,1734,6970,1,6/23/2021 0:00,6/24/2021 0:00,1987,2021,2021
SF421561450,51 Gala LN ,94513,Contra Costa,4,499000,515000,24,984,4570,3,6/9/2021 0:00,6/12/2021 0:00,1997,2021,2021
SF421567636,265 Henry ST ,94114,San Francisco,19,2795000,3700000,114,2706,3458,6,6/25/2021 0:00,7/1/2021 0:00,1907,2021,2021
TM21-747948,954 Galloway ST ,90272,Los Angeles,0,3549000,3525000,75,2613,5204,14,6/11/2021 0:00,6/25/2021 0:00,1946,2021,2021
ME221068001,9032 Alderson AVE ,95826,Sacramento,2,450000,470000,46,1328,7405,16,6/14/2021 0:00,6/30/2021 0:00,1975,2021,2021
ML81848170,543 Maple AVE ,94066,San Mateo,11,910000,910000,65,870,2500,0,6/9/2021 0:00,6/9/2021 0:00,1956,2021,2021
ML81848578,17259 Clearview DR ,95032,Santa Clara,6,4698000,5225000,4,3697,14536,9,6/15/2021 0:00,6/24/2021 0:00,2017,2021,2021
ML81848673,561 Chardonnay WAY ,95023,San Benito,40,665000,665000,27,1480,5998,0,6/10/2021 0:00,6/10/2021 0:00,1994,2021,2021
ML81849283,21881 Hermosa AVE ,95014,Santa Clara,6,4058800,4058800,2,3502,10640,0,6/16/2021 0:00,6/16/2021 0:00,2019,2021,2021
ML81849663,4706 Silver Ranch PL ,95138,Santa Clara,6,1749888,2170000,16,2060,6016,12,6/18/2021 0:00,6/30/2021 0:00,2005,2021,2021
TM21-749056,8327 Truxton AVE ,90045,Los Angeles,0,950000,950000,80,1270,6001,1,5/4/2021 0:00,5/5/2021 0:00,1941,2021,2021
CRSN21123694,14 Stratford WAY ,95973,Butte,9,649900,665000,22,2301,10019,1,6/11/2021 0:00,6/12/2021 0:00,1999,2021,2021
CRSW21124239,31927 Calabaza CT ,92563,Riverside,3,549900,575000,16,1752,4356,4,6/8/2021 0:00,6/12/2021 0:00,2005,2021,2021
EB40955337,973 Ventura Ave ,94707,Alameda,5,1800000,2200000,96,1980,5950,9,6/21/2021 0:00,6/30/2021 0:00,1925,2021,2021
ME201903787,9091 Shake Mill RD 34,95942,Butte,9,375000,311770,74,1830,27007,426,10/3/2019 0:00,12/2/2020 0:00,1947,2019,2020
ME221064971,5168 Butterwood CIR ,95662,Sacramento,2,579900,640000,43,1961,7802,4,6/11/2021 0:00,6/15/2021 0:00,1978,2021,2021
ME221065027,5065 Nantucket ST ,95747,Placer,10,809000,825000,3,3121,6299,7,6/10/2021 0:00,6/17/2021 0:00,2018,2021,2021
BA321051159,913 Mimosa DR ,95687,Solano,14,849900,865000,23,4084,8228,6,6/9/2021 0:00,6/15/2021 0:00,1998,2021,2021
BA321051478,1141 Cloverbrook CIR ,95687,Solano,14,615000,660000,22,1861,5672,7,6/10/2021 0:00,6/17/2021 0:00,1999,2021,2021
BA321063410,43 Willow AVE ,94957,Marin,17,3995000,4500000,33,2594,11400,9,5/19/2021 0:00,5/28/2021 0:00,1988,2021,2021
CC40954723,1100 Jamie Dr ,94518,Contra Costa,4,799000,860000,45,2181,10098,3,6/18/2021 0:00,6/21/2021 0:00,1976,2021,2021
CNSR21131505,22719 Peach CT ,91390,Los Angeles,0,649111,750000,33,1498,6509,6,6/16/2021 0:00,6/22/2021 0:00,1988,2021,2021
CRNDP2107051,3967 Escala ,92058,San Diego,7,725000,745000,19,1708,6444,5,6/17/2021 0:00,6/22/2021 0:00,2002,2021,2021
CRPW21120144,413 Rospaw WAY ,92870,Orange,1,869900,980000,52,1625,7700,7,6/8/2021 0:00,6/15/2021 0:00,1969,2021,2021
CRSB21146584,836 Avenue A ,90277,Los Angeles,0,2400000,2400000,69,2350,6101,0,5/29/2021 0:00,5/29/2021 0:00,1952,2021,2021
ME202002534,2592 Dewberry ,96003,Shasta,30,299000,314000,23,1315,7841,1,8/24/2020 0:00,8/25/2020 0:00,1998,2020,2020
ME221060661,797 Krypton CT ,95691,Yolo,24,489000,482500,14,1300,2178,6,6/10/2021 0:00,6/16/2021 0:00,2007,2021,2021
ME221063225,1041 Rudgwick DR ,95747,Placer,10,525000,556000,24,1593,5018,9,6/12/2021 0:00,6/21/2021 0:00,1997,2021,2021
ME221064029,2124 Tevis RD ,95825,Sacramento,2,345000,365000,71,899,5227,6,6/10/2021 0:00,6/16/2021 0:00,1950,2021,2021
ME221064844,8053 Angelica PL ,95829,Sacramento,2,425000,453000,33,1362,7728,5,6/9/2021 0:00,6/14/2021 0:00,1988,2021,2021
ME221066105,1489 Black Bear ST ,95747,Placer,10,499000,514500,15,1688,3158,10,6/11/2021 0:00,6/21/2021 0:00,2006,2021,2021
ME221067043,3888 Terra Vista WAY ,95821,Sacramento,2,499000,510000,61,1500,11326,4,6/11/2021 0:00,6/15/2021 0:00,1960,2021,2021
ME221068643,4260 12th AVE ,95817,Sacramento,2,349000,396000,96,952,3485,4,6/17/2021 0:00,6/21/2021 0:00,1925,2021,2021
ME221072621,4543 Sundari AVE ,95961,Yuba,21,365000,425000,15,2283,6970,4,6/24/2021 0:00,6/28/2021 0:00,2006,2021,2021
ME221072787,3300 Arbor WAY ,95821,Sacramento,2,369900,405000,71,1089,10019,4,6/24/2021 0:00,6/28/2021 0:00,1950,2021,2021
ML81848126,3025 San Andreas DR ,94587,Alameda,5,1150000,1380000,51,1556,5500,8,6/9/2021 0:00,6/17/2021 0:00,1970,2021,2021
ML81848524,244 W 3rd AVE ,94402,San Mateo,11,2895000,3000000,85,2930,7670,0,6/11/2021 0:00,6/11/2021 0:00,1936,2021,2021
ML81849209,911 Sunset DR ,94070,San Mateo,11,1595000,1613400,87,1350,8072,0,6/16/2021 0:00,6/16/2021 0:00,1934,2021,2021
ML81852036,641 Spargur DR ,94022,Santa Clara,6,2998000,3900000,72,1520,13499,4,7/6/2021 0:00,7/10/2021 0:00,1949,2021,2021
CNSR21122725,16112 Chatsworth ST ,91344,Los Angeles,0,699000,745000,65,1392,7201,14,6/8/2021 0:00,6/22/2021 0:00,1956,2021,2021
CNSR21140848,12415 Henzie PL ,91344,Los Angeles,0,1149900,1330000,52,3170,8790,4,6/28/2021 0:00,7/2/2021 0:00,1969,2021,2021
CROC21099901,25952 Alderwood ,92630,Orange,1,979900,1040000,39,2017,5200,29,5/28/2021 0:00,6/26/2021 0:00,1982,2021,2021
CROC21102259,751 N Orange ST ,92867,Orange,1,759000,791000,67,1010,5950,32,5/12/2021 0:00,6/13/2021 0:00,1954,2021,2021
CROC21129309,1020 White Knoll Lot 13,90012,Los Angeles,0,1445000,1445000,0,2362,1273,1,6/13/2021 0:00,6/14/2021 0:00,2021,2021,2021
CRP1-5573,4362 Hayman AVE ,91011,Los Angeles,0,2750000,2750000,0,3440,11250,1,7/4/2021 0:00,7/5/2021 0:00,2021,2021,2021
ME202000622,1821 Pheasant DR ,95993,Sutter,23,417000,410000,27,2397,7405,154,2/23/2020 0:00,7/26/2020 0:00,1994,2020,2020
ME221061938,2891 3rd Ave ,95818,Sacramento,2,650000,721500,82,1500,5227,4,6/4/2021 0:00,6/8/2021 0:00,1939,2021,2021
ME221065379,703 Lakecrest DR ,95762,El Dorado,18,1175000,1245000,21,3100,23087,4,6/10/2021 0:00,6/14/2021 0:00,2000,2021,2021
ME221065725,445 Elegance PL ,95630,Sacramento,2,525000,535000,22,1285,3825,2,6/10/2021 0:00,6/12/2021 0:00,1999,2021,2021
ME221071380,1550 Oliver ST ,93620,Merced,27,260000,225000,73,1104,10019,12,6/18/2021 0:00,6/30/2021 0:00,1948,2021,2021
ME221071438,1234 Edward DR ,95380,Stanislaus,16,624900,595000,70,2154,14218,5,6/19/2021 0:00,6/24/2021 0:00,1951,2021,2021
ME221077331,7243 Washburn WAY ,95660,Sacramento,2,420000,430000,54,1492,6098,4,7/1/2021 0:00,7/5/2021 0:00,1967,2021,2021
ML81849099,1721 Husted AVE ,95124,Santa Clara,6,2224500,2359000,56,2356,10325,3,6/16/2021 0:00,6/19/2021 0:00,1965,2021,2021
ML81850887,14 Paso Hondo ,93924,Monterey,22,1149500,1200000,76,1503,11987,3,6/25/2021 0:00,6/28/2021 0:00,1945,2021,2021
BA321053951,20521 Palmer AVE ,95476,Sonoma,13,2499000,2600000,17,3209,12720,0,6/15/2021 0:00,6/15/2021 0:00,2004,2021,2021
CC40954068,5960 Lantana Way ,94582,Contra Costa,4,1685000,1918000,21,2717,5788,5,6/17/2021 0:00,6/22/2021 0:00,2000,2021,2021
CNSR21126342,15001 Lassen ST ,91345,Los Angeles,0,800000,800000,68,1575,7398,4,6/12/2021 0:00,6/16/2021 0:00,1953,2021,2021
CRCV21125689,4980 Mable WAY ,92117,San Diego,7,820000,830000,63,1858,5200,5,6/9/2021 0:00,6/14/2021 0:00,1958,2021,2021
CRDW21121139,1603 Stoneykirk DR ,92507,Riverside,3,538888,587500,30,1703,5227,17,6/4/2021 0:00,6/21/2021 0:00,1991,2021,2021
CRNP21117186,2700 Harbor View DR ,92625,Orange,1,3500000,3500000,61,2945,14040,0,4/1/2021 0:00,4/1/2021 0:00,1960,2021,2021
CROC21124386,21032 Ponderosa ,92692,Orange,1,949900,1052500,34,2158,4500,9,6/9/2021 0:00,6/18/2021 0:00,1987,2021,2021
CRRS21130468,8045 Longridge AVE ,91605,Los Angeles,0,1199000,1370100,3,2577,10219,5,6/16/2021 0:00,6/21/2021 0:00,2018,2021,2021
CRSW21126908,24463 Corte Descanso ,92562,Riverside,3,535000,580000,22,2086,7405,7,6/16/2021 0:00,6/23/2021 0:00,1999,2021,2021
EB40953672,3436 Kingsland Ave ,94619,Alameda,5,749000,872000,96,1127,2418,3,6/10/2021 0:00,6/13/2021 0:00,1925,2021,2021
EB40955373,516 Montana St ,94513,Contra Costa,4,675000,680000,18,1683,5600,3,6/21/2021 0:00,6/24/2021 0:00,2003,2021,2021
ME202100916,1511 Esplanade WAY ,95993,Sutter,23,359000,348000,42,1301,6534,34,4/14/2021 0:00,5/18/2021 0:00,1979,2021,2021
ME221072874,7132 Clearbrook WAY ,95823,Sacramento,2,475000,540000,30,1755,6216,8,6/23/2021 0:00,7/1/2021 0:00,1991,2021,2021
SF421561013,45 Ina CT ,94112,San Francisco,19,1050000,1300000,71,1205,2500,2,6/9/2021 0:00,6/11/2021 0:00,1950,2021,2021
TM21-745732,136 Beachwood DR ,90004,Los Angeles,0,1998000,2350000,100,1718,6360,12,6/11/2021 0:00,6/23/2021 0:00,1921,2021,2021
ME221066388,9476 Red Spruce WAY ,95624,Sacramento,2,549000,570000,18,1818,5833,6,6/11/2021 0:00,6/17/2021 0:00,2003,2021,2021
ME221075111,1361 Greenborough DR ,95661,Placer,10,514000,525000,37,1529,7610,1,6/25/2021 0:00,6/26/2021 0:00,1984,2021,2021
BA321053483,8 Turtle Rock CT ,94920,Marin,17,4575000,4725000,28,5028,27717,0,5/24/2021 0:00,5/24/2021 0:00,1993,2021,2021
BA321056050,1150 Meadowlark DR ,95687,Solano,14,665000,695000,33,1856,5741,3,6/24/2021 0:00,6/27/2021 0:00,1988,2021,2021
BA321059010,433 Median WAY ,94941,Marin,17,2795000,2900000,35,3273,12001,4,6/28/2021 0:00,7/2/2021 0:00,1986,2021,2021
CRIV21128045,5842 Brookside DR ,92220,Riverside,3,350000,345000,33,1505,6098,4,6/13/2021 0:00,6/17/2021 0:00,1988,2021,2021
CROC21121697,9 Salinas ,92610,Orange,1,1029900,1100000,27,2140,5750,24,5/21/2021 0:00,6/14/2021 0:00,1994,2021,2021
CRPTP2104151,3301 Spa St. ,92105,San Diego,7,549000,525000,70,1092,9900,4,6/14/2021 0:00,6/18/2021 0:00,1951,2021,2021
CRSB21128427,23757 Pasatiempo LN ,90710,Los Angeles,0,799000,879000,52,1515,5827,16,6/15/2021 0:00,7/1/2021 0:00,1969,2021,2021
ME221062962,2264 Marconi AVE ,95821,Sacramento,2,339000,360000,81,845,19602,6,6/10/2021 0:00,6/16/2021 0:00,1940,2021,2021
ME221065000,2602 Rio Bravo CIR ,95826,Sacramento,2,349000,378500,43,1419,2169,7,6/15/2021 0:00,6/22/2021 0:00,1978,2021,2021
ME221065494,13205 Waterway DR ,95386,Stanislaus,16,460000,525000,16,2302,8050,5,6/10/2021 0:00,6/15/2021 0:00,2005,2021,2021
ME221066509,2404 Stanley CT ,95350,Stanislaus,16,355000,402000,54,1449,7270,5,6/11/2021 0:00,6/16/2021 0:00,1967,2021,2021
ME221068342,101 Snapdragon PL ,95648,Placer,10,549000,575000,15,1549,9544,5,6/16/2021 0:00,6/21/2021 0:00,2006,2021,2021
ME221070141,1308 Venice CIR ,95206,San Joaquin,15,469900,500000,19,1905,5001,7,6/17/2021 0:00,6/24/2021 0:00,2002,2021,2021
ML81848231,335 Condor AVE ,95005,Santa Cruz,26,799000,865000,73,1512,13809,4,6/10/2021 0:00,6/14/2021 0:00,1948,2021,2021
ML81848476,131 Pecks LN ,94080,San Mateo,11,998000,1150000,64,1040,9940,6,6/11/2021 0:00,6/17/2021 0:00,1957,2021,2021
ML81848702,43401 Jerome AVE ,94539,Alameda,5,1549800,1705000,68,2000,5353,10,6/13/2021 0:00,6/23/2021 0:00,1953,2021,2021
ML81849028,4400 Calle De Farrar ,95118,Santa Clara,6,1600000,1750000,46,1780,6318,8,6/15/2021 0:00,6/23/2021 0:00,1975,2021,2021
TM21-737778,4032 Elsa ST ,90712,Los Angeles,0,819000,850000,70,1982,5367,11,6/11/2021 0:00,6/22/2021 0:00,1951,2021,2021
TM21-749110,4517 N Ayla ,90041,Los Angeles,0,841571,841571,0,1816,4135,0,6/14/2021 0:00,6/14/2021 0:00,2021,2021,2021
BA321051753,2242 Nelligan RD ,95442,Sonoma,13,8588000,8588000,14,4136,642074,0,6/11/2021 0:00,6/11/2021 0:00,2007,2021,2021
BA321053757,103 Milland DR ,94941,Marin,17,1395000,1520000,44,1872,9117,10,5/28/2021 0:00,6/7/2021 0:00,1977,2021,2021
BE40953723,1656 Colchester St ,94506,Contra Costa,4,1925000,1878000,15,3252,6803,12,6/10/2021 0:00,6/22/2021 0:00,2006,2021,2021
CC40953674,1009 Gardenia Loop ,94547,Contra Costa,4,948888,1078000,6,3034,3400,5,6/10/2021 0:00,6/15/2021 0:00,2015,2021,2021
CC40954010,1911 Eagle Lake Ct ,94553,Contra Costa,4,899950,925000,46,2015,5720,11,6/11/2021 0:00,6/22/2021 0:00,1975,2021,2021
CC40954622,1841 Scotch Pine Ct ,95376,San Joaquin,15,599000,651000,35,1696,6300,7,6/16/2021 0:00,6/23/2021 0:00,1986,2021,2021
CNSR21128697,22642 Hatteras ST ,91367,Los Angeles,0,949999,925000,66,1468,10802,2,6/15/2021 0:00,6/17/2021 0:00,1955,2021,2021
CRAR21120470,5314 Farna AVE ,91006,Los Angeles,0,699000,750000,71,1260,5815,3,6/18/2021 0:00,6/21/2021 0:00,1950,2021,2021
CREV21116961,2443 N Mountain View AVE ,92405,San Bernardino,8,299950,330000,74,851,5250,22,5/31/2021 0:00,6/22/2021 0:00,1947,2021,2021
CREV21128231,25611 Lane ST ,92354,San Bernardino,8,415000,400000,68,1196,8580,7,12/25/2020 0:00,1/1/2021 0:00,1953,2020,2021
CREV21134524,1264 E 26th ST ,92404,San Bernardino,8,300000,300000,61,1386,10773,0,5/26/2021 0:00,5/26/2021 0:00,1960,2021,2021
CRIG21126886,3869 Rosewood PL ,92506,Riverside,3,555000,585000,97,1305,7405,7,6/10/2021 0:00,6/17/2021 0:00,1924,2021,2021
CROC21116941,5 Calle Boveda ,92673,Orange,1,975000,1010000,21,1972,4553,8,6/9/2021 0:00,6/17/2021 0:00,2000,2021,2021
CROC21124632,31554 Paseo De Las Olas ,92592,Riverside,3,450000,490000,33,1197,5663,0,6/9/2021 0:00,6/9/2021 0:00,1988,2021,2021
CRPW21139238,303 20th ST ,92648,Orange,1,1599999,1665000,44,1824,2875,8,6/26/2021 0:00,7/4/2021 0:00,1977,2021,2021
CRSN21131259,26334 Second ST ,96092,Tehama,32,350000,380000,85,1966,10415,1,6/17/2021 0:00,6/18/2021 0:00,1936,2021,2021
CRSW21114214,17890 Cedarwood DR ,92503,Riverside,3,610000,610000,20,2000,7405,35,5/19/2021 0:00,6/23/2021 0:00,2001,2021,2021
ME201901315,2527 C ST ,95966,Butte,9,154700,155000,95,1008,4792,96,4/24/2019 0:00,7/29/2019 0:00,1926,2019,2019
ME202001161,4 Parkwood DR ,95966,Butte,9,279000,275000,46,1260,22216,50,4/11/2020 0:00,5/31/2020 0:00,1975,2020,2020
ME221064500,9490 Mira Del Rio DR ,95827,Sacramento,2,459000,505000,45,1456,5201,5,6/9/2021 0:00,6/14/2021 0:00,1976,2021,2021
ME221065220,2117 14th ST ,95818,Sacramento,2,396000,396000,99,822,3049,11,6/9/2021 0:00,6/20/2021 0:00,1922,2021,2021
ME221066812,901 Ponderosa St. ,95642,Amador,33,469000,480000,17,1572,11326,4,6/11/2021 0:00,6/15/2021 0:00,2004,2021,2021
ME221067638,1691 Wildflower CIR ,95993,Sutter,23,299000,299000,30,1445,4792,4,6/18/2021 0:00,6/22/2021 0:00,1991,2021,2021
ME221070960,4525 Satinwood WAY ,95842,Sacramento,2,410000,420000,36,1065,4687,5,6/18/2021 0:00,6/23/2021 0:00,1985,2021,2021
ME221072185,360 W H ST ,95361,Stanislaus,16,219900,190000,67,638,3999,5,6/21/2021 0:00,6/26/2021 0:00,1954,2021,2021
ML81849204,1439 Rhone WAY ,93926,Monterey,22,610000,605000,19,2241,6000,1,6/16/2021 0:00,6/17/2021 0:00,2002,2021,2021
SF421562003,63 Fairmont DR ,94015,San Mateo,11,1299000,1450000,68,1610,3400,23,6/11/2021 0:00,7/4/2021 0:00,1953,2021,2021
BE40953883,47046 Yucatan Dr ,94539,Alameda,5,1488000,1720000,46,1892,5985,5,6/11/2021 0:00,6/16/2021 0:00,1975,2021,2021
CC40959207,330 Greenway Dr ,94553,Contra Costa,4,850000,850000,54,1624,6720,2,4/21/2021 0:00,4/23/2021 0:00,1967,2021,2021
CREV21132120,36492 Bay Hill DR ,92223,Riverside,3,529000,579000,16,3389,6970,4,6/17/2021 0:00,6/21/2021 0:00,2005,2021,2021
CROC21142980,11201 Loara ST ,92840,Orange,1,649900,695000,66,1125,8172,0,7/1/2021 0:00,7/1/2021 0:00,1955,2021,2021
CRPW21112465,15392 Andaman LN ,92649,Orange,1,899000,1000000,59,1683,6000,18,5/25/2021 0:00,6/12/2021 0:00,1962,2021,2021
CRSN21132651,3299 Rogue River DR ,95973,Butte,9,559000,572000,2,2065,6534,5,6/18/2021 0:00,6/23/2021 0:00,2019,2021,2021
EB40953660,2132 Essex St ,94705,Alameda,5,1799000,2260000,123,2048,3800,12,6/10/2021 0:00,6/22/2021 0:00,1898,2021,2021
EB40953710,6212 Estates Dr ,94611,Alameda,5,2395000,2900000,75,3311,10282,13,6/10/2021 0:00,6/23/2021 0:00,1946,2021,2021
ME221067021,5499 Daisy DR ,95726,El Dorado,18,469000,520000,31,1932,14375,6,6/11/2021 0:00,6/17/2021 0:00,1990,2021,2021
ME221069026,3923 De Sabla RD ,95682,El Dorado,18,630000,675000,42,2109,16117,7,6/16/2021 0:00,6/23/2021 0:00,1979,2021,2021
ME221070575,7331 Leonard AVE ,95610,Sacramento,2,395000,445000,45,1141,9148,5,6/17/2021 0:00,6/22/2021 0:00,1976,2021,2021
ML81847996,1660 Sierra AVE ,93955,Monterey,22,1049000,1032000,47,2700,6698,7,6/9/2021 0:00,6/16/2021 0:00,1974,2021,2021
ML81848542,8232 Saturn Park DR ,94582,Contra Costa,4,1289000,1550000,17,2243,4364,3,6/18/2021 0:00,6/21/2021 0:00,2004,2021,2021
ML81851232,22021 Oaknoll CT ,95014,Santa Clara,6,2300000,2650000,57,2256,7583,1,6/29/2021 0:00,6/30/2021 0:00,1964,2021,2021
ML81851592,2024 Gordon AVE ,94025,San Mateo,11,2500000,2575000,67,1660,6000,0,7/1/2021 0:00,7/1/2021 0:00,1954,2021,2021
SF421561793,2645 Greenwich ST ,94123,San Francisco,19,7750000,7630000,113,2300,3436,5,4/12/2021 0:00,4/17/2021 0:00,1908,2021,2021
BA321056231,557 Almanor ,94954,Sonoma,13,979000,1180000,28,2088,5567,7,6/22/2021 0:00,6/29/2021 0:00,1993,2021,2021
BA321059399,1611 Adams ST ,94574,Napa,25,4825000,4825000,113,4018,15856,8,7/5/2021 0:00,7/13/2021 0:00,1908,2021,2021
BE40953725,685 7Th St ,94801,Contra Costa,4,399000,500000,101,1014,2500,9,6/10/2021 0:00,6/19/2021 0:00,1920,2021,2021
BE40954332,755 N N St. ,94551,Alameda,5,789950,836000,68,1060,5000,5,6/17/2021 0:00,6/22/2021 0:00,1953,2021,2021
CC40955345,26 Garwood Dr ,94014,San Mateo,11,1089000,1100000,76,1476,3145,0,6/21/2021 0:00,6/21/2021 0:00,1945,2021,2021
