MLS Number,Street Address,zip_code,county,County_Index,List Price,Sale Price,Age,Sq Ft Total,Lot Size,Days On Market,Listing Date,Sale Date,Year Built,Listing Year,Sale Year
CRV0-219011791,1485 Church ST ,93001,Ventura,12,1249900,1249900,93,1879,5700,32,9/23/2019 0:00,10/25/2019 0:00,1928,2019,2019
ME202002380,4409 Crown Valley Way ,95356,Stanislaus,16,580000,560000,20,3454,5998,33,8/9/2020 0:00,9/11/2020 0:00,2001,2020,2020
ME221063086,1893 Caversham WAY ,95630,Sacramento,2,899000,949000,16,2668,12637,5,6/17/2021 0:00,6/22/2021 0:00,2005,2021,2021
ME221065339,9541 Dapple CT ,95624,Sacramento,2,569000,650000,33,1527,10315,4,6/11/2021 0:00,6/15/2021 0:00,1988,2021,2021
ME221068646,1215 Yankee Jim CT ,95614,El Dorado,18,429900,451000,49,1600,17860,5,6/15/2021 0:00,6/20/2021 0:00,1972,2021,2021
ME221068886,1269 Walnut ST ,95361,Stanislaus,16,460000,475000,69,1798,10500,3,6/15/2021 0:00,6/18/2021 0:00,1952,2021,2021
ML81848288,15308 Calle Enrique ,95037,Santa Clara,6,898000,950000,39,1260,3153,14,6/10/2021 0:00,6/24/2021 0:00,1982,2021,2021
SF421564317,1362 La Playa ST ,94122,San Francisco,19,1195000,1800000,74,1168,2996,3,6/16/2021 0:00,6/19/2021 0:00,1947,2021,2021
TM21-716182,848 Orange DR ,90038,Los Angeles,0,1550000,1585000,98,1275,6028,0,6/10/2021 0:00,6/10/2021 0:00,1923,2021,2021
BA321049279,1645 Gill DR ,95620,Solano,14,629000,663000,23,2426,12319,6,6/10/2021 0:00,6/16/2021 0:00,1998,2021,2021
BA321051135,474 Eagle LN ,95687,Solano,14,625000,680000,33,2286,5658,5,6/17/2021 0:00,6/22/2021 0:00,1988,2021,2021
BE40954872,4841 Claremont Park Ct ,94538,Alameda,5,1200000,1400000,58,1581,8694,7,6/17/2021 0:00,6/24/2021 0:00,1963,2021,2021
CC40953718,341 Bryan Dr ,94507,Contra Costa,4,2199000,2525000,36,2858,15600,6,6/10/2021 0:00,6/16/2021 0:00,1985,2021,2021
CC40957388,649 Sitka Dr ,94598,Contra Costa,4,1195000,1405000,53,1990,9600,0,7/6/2021 0:00,7/6/2021 0:00,1968,2021,2021
CNSR21123928,19458 Maldonado PL ,91350,Los Angeles,0,831000,831000,3,1943,5811,12,6/10/2021 0:00,6/22/2021 0:00,2018,2021,2021
CRPTP2104181,3960 T Street ,92113,San Diego,7,549900,570000,68,1030,5200,1,6/15/2021 0:00,6/16/2021 0:00,1953,2021,2021
CRPW21123270,2745 Canyon View CIR ,92882,Riverside,3,889000,889000,22,3036,9865,6,6/9/2021 0:00,6/15/2021 0:00,1999,2021,2021
CRPW21139263,13415 High ST ,90602,Los Angeles,0,425000,405000,98,856,4841,37,6/14/2021 0:00,7/21/2021 0:00,1923,2021,2021
CRSB21152540,8021 Kittyhawk AVE ,90045,Los Angeles,0,1995000,1995000,74,4690,8562,0,6/28/2021 0:00,6/28/2021 0:00,1947,2021,2021
CRSW21123605,40129 Canton CT ,92591,Riverside,3,589999,625000,14,2037,4792,8,6/8/2021 0:00,6/16/2021 0:00,2007,2021,2021
ME202101194,1361 Eden WAY ,95993,Sutter,23,429900,429900,40,1724,9148,7,5/18/2021 0:00,5/25/2021 0:00,1981,2021,2021
ME221056681,774 Louie AVE ,95240,San Joaquin,15,450000,465000,64,1531,6499,9,6/9/2021 0:00,6/18/2021 0:00,1957,2021,2021
ME221066078,751 Ashwick LOOP ,95823,Sacramento,2,429900,440000,4,1499,2544,5,6/10/2021 0:00,6/15/2021 0:00,2017,2021,2021
ME221066986,5975 Oak ST ,95650,Placer,10,569000,607000,23,1252,8316,10,6/11/2021 0:00,6/21/2021 0:00,1998,2021,2021
ME221071920,17807 Foxtail DR ,95946,Nevada,28,420000,430000,42,1522,12632,1,6/26/2021 0:00,6/27/2021 0:00,1979,2021,2021
ML81848104,3926 Fairlands DR ,94588,Alameda,5,1299000,1665991,52,1924,7275,7,6/9/2021 0:00,6/16/2021 0:00,1969,2021,2021
ML81848462,858 Corriente Point DR ,94065,San Mateo,11,2898982,3400000,26,2730,5063,6,6/11/2021 0:00,6/17/2021 0:00,1995,2021,2021
ML81848554,19854 Graystone LN ,95120,Santa Clara,6,1599000,1820000,61,1850,42160,10,6/11/2021 0:00,6/21/2021 0:00,1960,2021,2021
ML81849238,1005 Black Mountain RD ,94010,San Mateo,11,7500000,8000000,5,4915,25265,0,6/16/2021 0:00,6/16/2021 0:00,2016,2021,2021
ML81849378,16510 Topping WAY ,95032,Santa Clara,6,2398000,2842000,74,1804,10839,7,6/17/2021 0:00,6/24/2021 0:00,1947,2021,2021
SF421556383,148 Ney ST ,94112,San Francisco,19,995000,1300000,114,1375,2750,11,6/10/2021 0:00,6/21/2021 0:00,1907,2021,2021
SF421567049,1650 Moraga ST ,94122,San Francisco,19,1295000,1800000,84,1640,2063,6,6/23/2021 0:00,6/29/2021 0:00,1937,2021,2021
TM21-751116,4526 Ayla Lane ,90041,Los Angeles,0,1045000,1045000,0,2314,1207,0,6/11/2021 0:00,6/11/2021 0:00,2021,2021,2021
CC40954023,2023 Scarlet Oak Pl ,94506,Contra Costa,4,2499000,2630000,43,3542,27170,6,6/11/2021 0:00,6/17/2021 0:00,1978,2021,2021
CC40957820,7983 Applewood Ct. ,94588,Alameda,5,1712700,1712700,54,2250,17173,0,7/8/2021 0:00,7/8/2021 0:00,1967,2021,2021
CNSR21130518,11100 Chimineas AVE ,91326,Los Angeles,0,799900,755000,64,1838,11287,0,6/16/2021 0:00,6/16/2021 0:00,1957,2021,2021
CRCV21125757,35438 Stockton ST ,92223,Riverside,3,359000,335000,15,3065,7841,22,6/10/2021 0:00,7/2/2021 0:00,2006,2021,2021
CRFR21138655,3516 E Saginaw WAY ,93726,Fresno,31,268000,293000,64,1433,6510,18,6/25/2021 0:00,7/13/2021 0:00,1957,2021,2021
CRNDP2106784,225 BELFLORA WAY ,92057,San Diego,7,680000,700000,25,1579,3316,7,6/12/2021 0:00,6/19/2021 0:00,1996,2021,2021
CROC21125548,1975 Vosburg CT ,92583,Riverside,3,379000,340000,24,1577,8712,13,6/23/2021 0:00,7/6/2021 0:00,1997,2021,2021
CROC21134729,21991 Sandra ST ,92630,Orange,1,1237000,1237000,42,2751,6215,19,5/14/2021 0:00,6/2/2021 0:00,1979,2021,2021
CRP0-820000823,515 Alta Vista DR ,91024,Los Angeles,0,1025000,1000000,55,1601,4649,63,2/28/2020 0:00,5/1/2020 0:00,1966,2020,2020
CRPW21122421,345 S California ST ,92866,Orange,1,859000,875000,60,1554,8220,17,6/15/2021 0:00,7/2/2021 0:00,1961,2021,2021
ME201900020,2705 Oro Bangor HWY ,95966,Butte,9,165000,166500,76,1227,4792,76,1/2/2019 0:00,3/19/2019 0:00,1945,2019,2019
ME201902379,54 La Cresenta DR ,95965,Butte,9,230000,230000,70,1322,8712,30,7/10/2019 0:00,8/9/2019 0:00,1951,2019,2019
ME221065361,26391 Fawn CT ,95666,Amador,33,499000,510000,15,2157,43560,5,6/11/2021 0:00,6/16/2021 0:00,2006,2021,2021
ME221069525,591 Penn AVE ,95382,Stanislaus,16,359900,380000,49,1335,7048,4,6/17/2021 0:00,6/21/2021 0:00,1972,2021,2021
ML81848644,21751 Virdelle DR ,95033,Santa Cruz,26,1499000,1700000,47,2833,21900,9,6/12/2021 0:00,6/21/2021 0:00,1974,2021,2021
ML81849568,407 Dixon RD ,95035,Santa Clara,6,1258000,1300000,61,1605,6118,21,6/18/2021 0:00,7/9/2021 0:00,1960,2021,2021
SF421563504,573 Prentiss ST ,94110,San Francisco,19,1049000,1325000,74,955,1751,9,6/16/2021 0:00,6/25/2021 0:00,1947,2021,2021
BE40954034,3270 Hyde St ,94601,Alameda,5,729000,772000,93,1400,3255,11,6/11/2021 0:00,6/22/2021 0:00,1928,2021,2021
CC40955883,3841 La Colina Rd ,94803,Contra Costa,4,199000,400000,67,1082,8375,8,6/24/2021 0:00,7/2/2021 0:00,1954,2021,2021
CRCV21124144,10224 Whitehaven ST ,92344,San Bernardino,8,599900,665000,26,2478,95396,16,6/8/2021 0:00,6/24/2021 0:00,1995,2021,2021
CRNDP2106834,3171 Coral DR ,92056,San Diego,7,425000,435000,49,1035,3000,16,6/3/2021 0:00,6/19/2021 0:00,1972,2021,2021
CROC21126427,24761 Doria AVE ,92691,Orange,1,975000,1200000,49,2837,7888,12,6/11/2021 0:00,6/23/2021 0:00,1972,2021,2021
CROC21130000,2340 Mccart AVE ,90631,Orange,1,735000,760000,62,1698,7200,5,6/15/2021 0:00,6/20/2021 0:00,1959,2021,2021
CROC21131851,18385 Santa Yolanda CIR ,92708,Orange,1,1100000,1100000,49,2902,6248,0,3/17/2021 0:00,3/17/2021 0:00,1972,2021,2021
CROC21145197,419 Marguerite AVE ,92625,Orange,1,2150000,2150000,75,1084,3540,3,7/3/2021 0:00,7/6/2021 0:00,1946,2021,2021
CRP0-819002559,3706 3rd AVE ,91214,Los Angeles,0,619000,671000,97,898,3950,11,6/3/2019 0:00,6/14/2019 0:00,1924,2019,2019
CRP1-5138,323 N Myrtle AVE ,91016,Los Angeles,0,958000,1050000,94,1350,7049,249,10/15/2020 0:00,6/21/2021 0:00,1927,2020,2021
CRPT21137245,8002 Beaver Lake DR ,92119,San Diego,7,720000,757000,61,1579,8500,4,6/24/2021 0:00,6/28/2021 0:00,1960,2021,2021
CRPW21124539,1218 N Ralston ST ,92801,Orange,1,749900,780000,66,1245,6000,4,6/10/2021 0:00,6/14/2021 0:00,1955,2021,2021
ME202001084,550 E 10th ST ,95648,Placer,10,379995,355000,24,1381,7331,63,3/30/2020 0:00,6/1/2020 0:00,1997,2020,2020
ME221065036,483 Springer LN ,95242,San Joaquin,15,325000,375000,70,1211,11051,10,6/9/2021 0:00,6/19/2021 0:00,1951,2021,2021
ME221065348,3894 Grange AVE ,95204,San Joaquin,15,450000,450000,14,1972,2165,7,6/9/2021 0:00,6/16/2021 0:00,2007,2021,2021
ME221066572,1952 Woodleaf DR ,95993,Sutter,23,345000,379000,36,1306,7841,4,6/11/2021 0:00,6/15/2021 0:00,1985,2021,2021
ME221068955,8385 Horncastle AVE ,95747,Placer,10,759000,770000,20,3574,8847,6,6/16/2021 0:00,6/22/2021 0:00,2001,2021,2021
ME221069190,179 Bear Hollow DR ,95363,Stanislaus,16,350000,360000,27,1056,5001,5,6/16/2021 0:00,6/21/2021 0:00,1994,2021,2021
ME221070899,3026 Ginkgo CT ,95212,San Joaquin,15,439950,465888,25,1654,5218,5,6/18/2021 0:00,6/23/2021 0:00,1996,2021,2021
ME221071126,3128 Strand RD ,95765,Placer,10,659000,670000,31,2650,6544,4,6/18/2021 0:00,6/22/2021 0:00,1990,2021,2021
ML81848325,10281 Kenny LN ,95127,Santa Clara,6,1099000,1451500,66,1940,44284,8,6/17/2021 0:00,6/25/2021 0:00,1955,2021,2021
ML81849869,622 Crane AVE ,94404,San Mateo,11,1988000,2300000,56,2160,5225,9,6/21/2021 0:00,6/30/2021 0:00,1965,2021,2021
SF421564385,431 Gennessee ST ,94127,San Francisco,19,1575000,1910000,97,1926,2495,9,6/19/2021 0:00,6/28/2021 0:00,1924,2021,2021
TM21-747956,2628 Angelo DR ,90077,Los Angeles,0,2395000,2405000,43,3679,498053,7,6/11/2021 0:00,6/18/2021 0:00,1978,2021,2021
TM21-748412,1015 Ontario ST ,91505,Los Angeles,0,899000,1100000,81,979,6750,7,6/18/2021 0:00,6/25/2021 0:00,1940,2021,2021
BA321051549,207 Clearpointe DR ,94591,Solano,14,595000,665000,27,1935,7915,7,6/16/2021 0:00,6/23/2021 0:00,1994,2021,2021
BA321056029,14595 Cherry ST ,95446,Sonoma,13,495000,635000,89,704,3825,9,6/21/2021 0:00,6/30/2021 0:00,1932,2021,2021
CC40954224,2890 Parkway Dr ,94553,Contra Costa,4,749000,825000,28,1490,3100,10,6/18/2021 0:00,6/28/2021 0:00,1993,2021,2021
CC40954256,5361 Paso Del Rio Way ,94521,Contra Costa,4,899000,955000,36,2135,5775,0,6/14/2021 0:00,6/14/2021 0:00,1985,2021,2021
CC40955293,1255 Coventry Rd ,94518,Contra Costa,4,730000,803000,56,1072,5400,9,6/23/2021 0:00,7/2/2021 0:00,1965,2021,2021
CRCV21125671,1279 Mallorca ST ,91784,San Bernardino,8,650000,660000,34,1430,8320,6,6/10/2021 0:00,6/16/2021 0:00,1987,2021,2021
CRIV21125810,1319 N 3rd AVE ,91786,San Bernardino,8,699999,750000,62,1581,8450,5,6/10/2021 0:00,6/15/2021 0:00,1959,2021,2021
CROC21114018,40 Saint Michael ,92629,Orange,1,1350000,1350000,34,1955,3500,3,6/8/2021 0:00,6/11/2021 0:00,1987,2021,2021
CRPV21143140,4684 Portofino CIR ,90630,Orange,1,1298000,1390000,28,2927,6180,3,7/5/2021 0:00,7/8/2021 0:00,1993,2021,2021
CRSW21144304,15492 Solstice CT ,92530,Riverside,3,499999,570000,16,2003,11326,4,7/2/2021 0:00,7/6/2021 0:00,2005,2021,2021
CRV0-218010836,308 Melrose DR ,93035,Ventura,12,749000,725000,36,1802,1750,136,8/27/2018 0:00,1/10/2019 0:00,1985,2018,2019
ME201900899,75 Summer View DR ,95966,Butte,9,164900,164900,27,1110,44867,175,3/22/2019 0:00,9/13/2019 0:00,1994,2019,2019
ME202100744,710 Gee Bee WAY ,95991,Sutter,23,350000,330000,32,1324,7405,40,3/27/2021 0:00,5/6/2021 0:00,1989,2021,2021
ME221061422,8248 Brewster Mill CIR ,95843,Sacramento,2,459000,500000,19,1330,4948,5,6/17/2021 0:00,6/22/2021 0:00,2002,2021,2021
ME221062478,115 Honey Cook CIR ,95630,Sacramento,2,625000,702500,27,2449,10019,4,6/16/2021 0:00,6/20/2021 0:00,1994,2021,2021
ME221062783,1050 Dallimore RD ,95713,Placer,10,399900,407000,35,1722,178596,6,6/10/2021 0:00,6/16/2021 0:00,1986,2021,2021
ME221065778,5500 Thompson Hill RD ,95667,El Dorado,18,519000,575000,44,1792,146362,6,6/10/2021 0:00,6/16/2021 0:00,1977,2021,2021
ME221066298,1601 Bishop AVE ,95326,Stanislaus,16,389900,396000,44,1736,9662,4,6/11/2021 0:00,6/15/2021 0:00,1977,2021,2021
ME221067580,212 E 11th ST ,95901,Yuba,21,249900,280000,68,856,4234,5,6/12/2021 0:00,6/17/2021 0:00,1953,2021,2021
ME221069455,526 Arc AVE ,95210,San Joaquin,15,355000,362000,62,1233,6181,2,6/16/2021 0:00,6/18/2021 0:00,1959,2021,2021
ML81848204,499 Molino AVE ,94086,Santa Clara,6,1688000,1910000,67,1288,5817,5,6/11/2021 0:00,6/16/2021 0:00,1954,2021,2021
ML81852246,9 Vasquez TRL ,93923,Monterey,22,8000000,8000000,15,11853,753588,0,7/7/2021 0:00,7/7/2021 0:00,2006,2021,2021
SF421561921,20 Santa Marina ST ,94110,San Francisco,19,998000,1625000,121,1180,2500,13,6/10/2021 0:00,6/23/2021 0:00,1900,2021,2021
BA321054794,313 Decanter CIR ,95492,Sonoma,13,759000,790000,17,1834,5502,14,6/17/2021 0:00,7/1/2021 0:00,2004,2021,2021
BE40953682,7438 Mancini Ct ,94568,Alameda,5,1599000,1715000,57,2449,9984,6,6/10/2021 0:00,6/16/2021 0:00,1964,2021,2021
CRIV21108229,19798 Allenhurst ST ,92508,Riverside,3,649900,660000,20,3805,7841,7,6/9/2021 0:00,6/16/2021 0:00,2001,2021,2021
CRIV21114430,11988 Redwood DR ,92337,San Bernardino,8,500000,525000,34,1201,6000,26,5/27/2021 0:00,6/22/2021 0:00,1987,2021,2021
CRIV21125820,19170 Tecumseh RD ,92307,San Bernardino,8,419000,450000,36,2150,33000,11,6/7/2021 0:00,6/18/2021 0:00,1985,2021,2021
CROC21121869,36 Golf DR ,92656,Orange,1,1149900,1325000,13,2716,3420,11,6/4/2021 0:00,6/15/2021 0:00,2008,2021,2021
CROC21154233,24 Longhorn ST ,92679,Orange,1,730000,730000,24,1566,3380,0,7/14/2021 0:00,7/14/2021 0:00,1997,2021,2021
EB40953764,2 Calvin Drive ,94563,Contra Costa,4,1498000,2100000,48,2068,20038,8,6/10/2021 0:00,6/18/2021 0:00,1973,2021,2021
EB40955702,2381 Eunice St ,94708,Alameda,5,1475000,2000000,114,1857,4500,7,6/23/2021 0:00,6/30/2021 0:00,1907,2021,2021
ME221068482,3915 Maple LN ,95650,Placer,10,865000,909000,23,1939,54450,3,6/17/2021 0:00,6/20/2021 0:00,1998,2021,2021
ME221069272,106 Lone Jack PL ,95945,Nevada,28,535000,535000,0,1652,5663,0,6/16/2021 0:00,6/16/2021 0:00,2021,2021,2021
ME221072925,2749 Bridgeford DR ,95833,Sacramento,2,365000,400000,50,1206,5663,5,6/24/2021 0:00,6/29/2021 0:00,1971,2021,2021
ML81848647,118 Brice CT ,95111,Santa Clara,6,925000,960000,58,1732,9384,1,6/12/2021 0:00,6/13/2021 0:00,1963,2021,2021
ML81849823,461 Turrin DR ,94523,Contra Costa,4,1100000,1100000,62,3064,9594,0,6/17/2021 0:00,6/17/2021 0:00,1959,2021,2021
BA321051021,502 Stuart DR ,94954,Sonoma,13,569900,625000,66,1025,5144,28,6/9/2021 0:00,7/7/2021 0:00,1955,2021,2021
BE40954974,3971 Somerset Ave ,94546,Alameda,5,837000,935000,66,1570,6230,7,6/18/2021 0:00,6/25/2021 0:00,1955,2021,2021
BE40956310,2672 Watson St. ,94546,Alameda,5,780000,807000,73,905,5200,5,6/26/2021 0:00,7/1/2021 0:00,1948,2021,2021
CNSR21126896,19944 Enadia WAY ,91306,Los Angeles,0,775000,845000,68,1591,9000,3,6/11/2021 0:00,6/14/2021 0:00,1953,2021,2021
CNSR21127040,28266 Alaminos DR ,91350,Los Angeles,0,699999,710000,43,1547,6504,5,6/10/2021 0:00,6/15/2021 0:00,1978,2021,2021
CRDW21125294,11508 Corby AVE ,90650,Los Angeles,0,590000,625000,68,1080,5309,7,6/8/2021 0:00,6/15/2021 0:00,1953,2021,2021
CRIV21125790,1121 W Clifton AVE ,92373,San Bernardino,8,925000,960000,123,3180,22926,8,6/11/2021 0:00,6/19/2021 0:00,1898,2021,2021
CROC21128014,26601 Fresno ,92691,Orange,1,919888,1050000,50,1864,8050,6,6/14/2021 0:00,6/20/2021 0:00,1971,2021,2021
EB40956553,4116 N Anchor Ct ,94505,Contra Costa,4,595000,605000,23,1484,4746,0,6/29/2021 0:00,6/29/2021 0:00,1998,2021,2021
ME202001051,1139 2nd ST ,95648,Placer,10,159900,160000,121,1032,10454,5,3/27/2020 0:00,4/1/2020 0:00,1900,2020,2020
ME221046381,7404 PRATT AVE ,95621,Sacramento,2,425000,445000,37,1515,6534,7,6/10/2021 0:00,6/17/2021 0:00,1984,2021,2021
ME221065668,4020 Pickford WAY ,95356,Stanislaus,16,669900,685000,20,3737,6199,7,6/10/2021 0:00,6/17/2021 0:00,2001,2021,2021
ME221065685,5423 Moddison ,95819,Sacramento,2,749000,749000,70,1590,6961,5,6/10/2021 0:00,6/15/2021 0:00,1951,2021,2021
ME221069419,7753 Oceano CT ,95843,Sacramento,2,535000,570000,14,2292,4966,7,6/17/2021 0:00,6/24/2021 0:00,2007,2021,2021
ME221069508,1949 Misone ST ,95337,San Joaquin,15,649950,710000,4,2408,6098,4,6/17/2021 0:00,6/21/2021 0:00,2017,2021,2021
TM21-762052,622 Walden DR ,90210,Los Angeles,0,13500000,13500000,13,8918,13074,1,5/26/2021 0:00,5/27/2021 0:00,2008,2021,2021
CC40954078,1359 Bent Tree Ln ,94521,Contra Costa,4,849900,925000,47,1709,7000,10,6/12/2021 0:00,6/22/2021 0:00,1974,2021,2021
CNSR21099335,27930 Arcay AVE ,91351,Los Angeles,0,575000,575000,58,1402,6763,0,6/14/2021 0:00,6/14/2021 0:00,1963,2021,2021
CNSR21128554,5123 Pacifica AVE ,93552,Los Angeles,0,490000,460000,33,1529,7214,26,5/30/2021 0:00,6/25/2021 0:00,1988,2021,2021
CRCV21111798,5118 N Cranley AVE ,91722,Los Angeles,0,565000,606000,66,1065,5491,30,5/22/2021 0:00,6/21/2021 0:00,1955,2021,2021
CRIN21144279,6003 Mayflower AVE ,90270,Los Angeles,0,555000,555000,97,972,3740,1,7/1/2021 0:00,7/2/2021 0:00,1924,2021,2021
CROC21124620,27 Reserve ,92603,Orange,1,4995000,4890000,14,5639,15821,8,6/15/2021 0:00,6/23/2021 0:00,2007,2021,2021
CROC21132615,1321 Treasure LN ,92705,Orange,1,1699000,1960000,53,2878,19880,13,6/18/2021 0:00,7/1/2021 0:00,1968,2021,2021
CRPV21136130,1853 6th Street ,90266,Los Angeles,0,1479000,1538000,45,2002,7500,0,5/18/2021 0:00,5/18/2021 0:00,1976,2021,2021
CRSB21139798,1023 W 22nd ST ,90007,Los Angeles,0,720000,705750,125,1495,6207,1,6/26/2021 0:00,6/27/2021 0:00,1896,2021,2021
CRSW21122318,32175 Caminito Osuna ,92592,Riverside,3,609900,626000,30,2350,7841,7,6/7/2021 0:00,6/14/2021 0:00,1991,2021,2021
EB40954508,364 Coventry Rd ,94707,Alameda,5,1195000,1850000,81,1386,4280,8,6/16/2021 0:00,6/24/2021 0:00,1940,2021,2021
ME201900454,10939 Pear Orchard WAY ,95959,Nevada,28,569000,500000,40,3064,96268,134,2/3/2019 0:00,6/17/2019 0:00,1981,2019,2019
ME201902286,766 Thermalito AVE ,95965,Butte,9,239000,235000,44,1165,7405,23,7/2/2019 0:00,7/25/2019 0:00,1977,2019,2019
ME221030356,577 Jonquil DR ,95330,San Joaquin,15,600000,650000,31,2301,6747,7,6/10/2021 0:00,6/17/2021 0:00,1990,2021,2021
ME221065344,236 Redwood ,95240,San Joaquin,15,199000,200000,102,706,5101,13,6/9/2021 0:00,6/22/2021 0:00,1919,2021,2021
ME221070298,1309 La Cueva WAY ,95831,Sacramento,2,610000,680000,32,2047,8712,10,6/18/2021 0:00,6/28/2021 0:00,1989,2021,2021
ME221071496,5280 3rd ST ,95677,Placer,10,585000,625000,5,1948,5907,6,6/18/2021 0:00,6/24/2021 0:00,2016,2021,2021
ME221074354,5210 Meadow Croft LN ,95664,El Dorado,18,405000,430000,42,1840,217800,4,6/29/2021 0:00,7/3/2021 0:00,1979,2021,2021
ME221080358,21530 Naglee RD ,95304,San Joaquin,15,799000,745000,86,1045,50024,2,7/7/2021 0:00,7/9/2021 0:00,1935,2021,2021
ME221080684,5300 48th ,95820,Sacramento,2,320000,320000,70,850,6534,32,6/5/2021 0:00,7/7/2021 0:00,1951,2021,2021
ML81848033,3835 Wellington SQ ,95136,Santa Clara,6,1200000,1200000,47,1710,5957,1,6/9/2021 0:00,6/10/2021 0:00,1974,2021,2021
ML81848058,1220 Husted AVE ,95125,Santa Clara,6,1850000,1900000,66,1826,8007,4,6/9/2021 0:00,6/13/2021 0:00,1955,2021,2021
ML81848497,1239 Husted AVE ,95125,Santa Clara,6,1750000,1750000,66,1620,7348,0,6/11/2021 0:00,6/11/2021 0:00,1955,2021,2021
SF421561729,27 Woodland AVE ,94015,San Mateo,11,998000,900000,62,1180,3996,2,6/8/2021 0:00,6/10/2021 0:00,1959,2021,2021
TM21-747008,13028 Saint Andrews PL ,90249,Los Angeles,0,780000,800000,66,1636,5600,14,6/9/2021 0:00,6/23/2021 0:00,1955,2021,2021
TM21-747632,23222 Ostronic DR ,91367,Los Angeles,0,1099000,1250000,67,1612,9230,10,6/11/2021 0:00,6/21/2021 0:00,1954,2021,2021
BA321067456,1019 Florida ST ,94590,Solano,14,499000,505000,106,1398,4874,25,4/8/2021 0:00,5/3/2021 0:00,1915,2021,2021
BE40956467,38528 Rockrose Ct ,94560,Alameda,5,1335000,1335000,58,1522,7313,0,6/28/2021 0:00,6/28/2021 0:00,1963,2021,2021
CNSR21127761,38 Meadowlark LN ,91377,Ventura,12,739000,746500,43,1672,1976,13,6/12/2021 0:00,6/25/2021 0:00,1978,2021,2021
CRNP21124547,1430 Newporter WAY ,92660,Orange,1,2044125,2044125,25,2455,4725,3,4/23/2021 0:00,4/26/2021 0:00,1996,2021,2021
CRP1-5153,11818 Cheshire ST ,90650,Los Angeles,0,400000,420000,67,741,2622,7,6/9/2021 0:00,6/16/2021 0:00,1954,2021,2021
CRPW21129379,1429 E Alcove WAY ,92805,Orange,1,685000,705000,52,1278,4800,8,6/12/2021 0:00,6/20/2021 0:00,1969,2021,2021
CRPW21134268,2750 W Bridgeport AVE ,92804,Orange,1,750000,790000,65,1889,7206,7,6/21/2021 0:00,6/28/2021 0:00,1956,2021,2021
CRPW21136725,286 Argonne AVE ,90803,Los Angeles,0,2199000,2199000,91,3178,6348,1,6/23/2021 0:00,6/24/2021 0:00,1930,2021,2021
CRSW21121412,228 Newport RD ,92543,Riverside,3,825000,825000,15,4122,52708,32,6/4/2021 0:00,7/6/2021 0:00,2006,2021,2021
EB40953733,3556 Kempton Way ,94611,Alameda,5,995000,1465000,97,1378,4200,12,6/10/2021 0:00,6/22/2021 0:00,1924,2021,2021
ME202002100,1313 Ledell ,96002,Shasta,30,289000,290000,47,1960,10454,2,7/17/2020 0:00,7/19/2020 0:00,1974,2020,2020
ME221056683,9610 Nantucket DR ,95209,San Joaquin,15,425000,447000,42,1760,6695,4,6/10/2021 0:00,6/14/2021 0:00,1979,2021,2021
ME221064420,602 Stineman CT ,95692,Yuba,21,400000,408000,18,1506,9583,5,6/10/2021 0:00,6/15/2021 0:00,2003,2021,2021
ME221064790,8945 Portofino DR ,95758,Sacramento,2,499900,575000,29,1739,7131,5,6/9/2021 0:00,6/14/2021 0:00,1992,2021,2021
ME221068503,729 Spruce AVE ,95692,Yuba,21,399997,420000,17,1506,8705,35,6/15/2021 0:00,7/20/2021 0:00,2004,2021,2021
ME221070300,7059 Cope Ridge WAY ,95747,Placer,10,575000,595300,23,1817,6534,6,6/18/2021 0:00,6/24/2021 0:00,1998,2021,2021
ME221070717,2071 Granite Bar WAY ,95670,Sacramento,2,899000,1050000,27,3071,13891,3,6/18/2021 0:00,6/21/2021 0:00,1994,2021,2021
ME221071290,11123 Live Oak ,95240,San Joaquin,15,575000,590000,25,2540,287060,3,6/22/2021 0:00,6/25/2021 0:00,1996,2021,2021
ME221072833,9266 Whittemore DR ,95624,Sacramento,2,630000,645000,31,2020,8638,5,6/23/2021 0:00,6/28/2021 0:00,1990,2021,2021
ML81848482,162 Maricopa DR ,95032,Santa Clara,6,1799000,2225162,63,1388,6233,7,6/11/2021 0:00,6/18/2021 0:00,1958,2021,2021
ML81849193,358 Lassenpark CIR ,95136,Santa Clara,6,1298000,1525000,50,2236,8318,3,6/16/2021 0:00,6/19/2021 0:00,1971,2021,2021
ML81850465,3017 Stevens LN ,95148,Santa Clara,6,975000,1075000,54,1463,5984,3,6/30/2021 0:00,7/3/2021 0:00,1967,2021,2021
ML81851076,2335 Heritage CT ,95124,Santa Clara,6,1999000,1999999,54,2364,9092,11,6/27/2021 0:00,7/8/2021 0:00,1967,2021,2021
BA321059239,518 Alta WAY ,94941,Marin,17,1720000,1720000,21,2030,6499,0,6/28/2021 0:00,6/28/2021 0:00,2000,2021,2021
BA321062915,705 Madison ST ,94952,Sonoma,13,550000,550000,71,879,4861,0,7/8/2021 0:00,7/8/2021 0:00,1950,2021,2021
CRCV21119932,745 Beaverbrook LN ,91740,Los Angeles,0,915000,860000,42,2476,19791,40,6/2/2021 0:00,7/12/2021 0:00,1979,2021,2021
CRCV21123554,16696 Baseline AVE ,92336,San Bernardino,8,514888,520000,61,1232,6214,6,6/10/2021 0:00,6/16/2021 0:00,1960,2021,2021
