MLS Number,county,County_Index,Year_Sale,List Price,Sale Price,DOM,Sale Date
ME202000392,Butte,9,2020,400000,362400,36,3/11/2020 0:00
CROC21127394,Los Angeles,0,2021,649900,665000,17,6/15/2021 0:00
CRP1-1186,Los Angeles,0,2020,1288000,1460000,14,9/18/2020 0:00
CRNDP2106756,San Diego,7,2021,820000,820000,4,6/11/2021 0:00
CREV21127096,San Bernardino,8,2021,460000,490000,19,6/29/2021 0:00
CRCV21131105,San Bernardino,8,2021,399900,335000,9,6/25/2021 0:00
CROC21143246,Orange,1,2021,1135000,1135000,0,7/1/2021 0:00
CNSR21127978,Ventura,12,2021,839999,890000,13,6/24/2021 0:00
ML81851222,Monterey,22,2021,600000,600000,0,6/29/2021 0:00
SF421563316,San Francisco,19,2021,2849000,3500000,6,6/25/2021 0:00
ML81848971,Santa Clara,6,2021,2888000,2980000,8,6/25/2021 0:00
ML81850611,Contra Costa,4,2021,569000,580000,11,7/5/2021 0:00
CC40953886,Contra Costa,4,2021,1480000,1860000,6,6/17/2021 0:00
EB40954271,Alameda,5,2021,1200000,1300000,5,6/19/2021 0:00
CC40957096,Contra Costa,4,2021,1200000,1200000,0,7/2/2021 0:00
BA321056003,Napa,25,2021,999999,1005000,1,6/20/2021 0:00
ML81851784,Santa Clara,6,2021,1375000,1400000,0,7/2/2021 0:00
ME221072328,Sacramento,2,2021,460000,467465,4,6/25/2021 0:00
ME221065537,Yolo,24,2021,469900,470000,5,6/14/2021 0:00
ME221066105,Placer,10,2021,499000,514500,10,6/21/2021 0:00
ME202001088,Yuba,21,2020,225000,200000,18,4/19/2020 0:00
TM21-750850,Los Angeles,0,2021,841291,841291,0,6/11/2021 0:00
CNSR21133980,Los Angeles,0,2021,587400,587400,31,6/22/2021 0:00
CRCV21128562,Los Angeles,0,2021,601000,615000,10,6/24/2021 0:00
CRCV21113418,Los Angeles,0,2021,660000,660000,0,6/22/2021 0:00
CRPTP2103156,San Diego,7,2021,689000,765000,42,6/16/2021 0:00
CRCV21119897,Riverside,3,2021,480000,500000,11,6/12/2021 0:00
CREV21126067,San Bernardino,8,2021,439000,465000,2,6/13/2021 0:00
CREV21125649,San Bernardino,8,2021,548500,548500,2,6/11/2021 0:00
CROC21143447,Orange,1,2021,2285000,2285000,0,7/1/2021 0:00
TM21-752762,Orange,1,2021,3699000,4000000,6,6/29/2021 0:00
ML81851532,Monterey,22,2021,415000,455000,5,7/6/2021 0:00
SF421561729,San Mateo,11,2021,998000,900000,2,6/10/2021 0:00
EB40954033,Contra Costa,4,2021,837000,1101000,11,6/22/2021 0:00
BE40955205,Alameda,5,2021,1350000,1455000,28,4/5/2021 0:00
CC40955660,Contra Costa,4,2021,1750000,1750000,0,6/23/2021 0:00
BA321053483,Marin,17,2021,4575000,4725000,0,5/24/2021 0:00
ME221064910,Stanislaus,16,2021,715000,720000,5,6/14/2021 0:00
ME221065354,Sacramento,2,2021,450000,465000,4,6/15/2021 0:00
CRCV21125109,Los Angeles,0,2021,569900,630000,9,6/16/2021 0:00
ME221070461,Sacramento,2,2021,389000,430000,6,6/23/2021 0:00
ME202100443,Sutter,23,2021,399900,420000,40,3/30/2021 0:00
CRP0-819001390,Los Angeles,0,2019,1198000,1185000,29,4/29/2019 0:00
TM21-746774,Los Angeles,0,2021,1378000,1505000,6,6/14/2021 0:00
CNSR21131944,Los Angeles,0,2021,739000,750000,2,6/19/2021 0:00
CNSR21133756,Los Angeles,0,2021,1049950,1175000,14,6/22/2021 0:00
CRAR21122418,Los Angeles,0,2021,669000,730000,14,6/21/2021 0:00
CRSW21131735,San Diego,7,2021,625000,675000,4,6/21/2021 0:00
CRNDP2107179,San Diego,7,2021,749900,825000,0,6/21/2021 0:00
CRIV21128942,Riverside,3,2021,635000,685000,6,6/20/2021 0:00
CRSW21128549,Riverside,3,2021,365000,384000,10,6/24/2021 0:00
CROC21118546,Orange,1,2021,2995000,3005000,9,6/20/2021 0:00
CRV0-220004205,Ventura,12,2020,509000,515000,24,2/28/2020 0:00
CRFR21128441,Fresno,31,2021,390000,385000,18,6/29/2021 0:00
ML81850656,San Mateo,11,2021,1200000,1400000,0,6/24/2021 0:00
BA321055897,Contra Costa,4,2021,575000,601000,4,6/28/2021 0:00
ML81850364,Contra Costa,4,2021,749000,815000,6,6/29/2021 0:00
EB40954325,Alameda,5,2021,649000,790000,6,6/21/2021 0:00
EB40954995,Alameda,5,2021,1049000,1285000,11,6/29/2021 0:00
ME221065339,Sacramento,2,2021,569000,650000,4,6/15/2021 0:00
ME221067501,Placer,10,2021,648000,663000,4,6/16/2021 0:00
CC40954088,Placer,10,2021,485000,490000,3,6/15/2021 0:00
ME221065703,El Dorado,18,2021,799900,840000,4,6/16/2021 0:00
ME221070494,El Dorado,18,2021,549995,615000,7,6/24/2021 0:00
ME221065648,Sacramento,2,2021,397000,425000,3,6/13/2021 0:00
ME201903858,Butte,9,2020,110500,105000,96,2/12/2020 0:00
CRPTP2104064,San Diego,7,2021,949888,955000,9,6/19/2021 0:00
CRJT21125572,San Bernardino,8,2021,380000,400000,6,6/16/2021 0:00
CRIV21053049,San Bernardino,8,2021,550000,560000,13,6/22/2021 0:00
CREV21126813,San Bernardino,8,2021,365000,396000,1,6/12/2021 0:00
CRIG21116943,Riverside,3,2021,460000,480000,16,6/16/2021 0:00
CROC21120143,Orange,1,2021,848000,835000,12,6/16/2021 0:00
CRTR21124515,Orange,1,2021,1599000,1650000,3,6/12/2021 0:00
CRSC21122810,San Luis Obispo,20,2021,719900,765000,20,6/25/2021 0:00
ML81849388,San Mateo,11,2021,1650000,1650000,0,6/17/2021 0:00
SF421567049,San Francisco,19,2021,1295000,1800000,6,6/29/2021 0:00
CC40953557,Contra Costa,4,2021,599000,721000,7,6/16/2021 0:00
ML81849149,Santa Clara,6,2021,1598000,1750000,7,6/23/2021 0:00
ML81848229,Santa Clara,6,2021,1265000,1350000,7,6/17/2021 0:00
ML81849292,Santa Clara,6,2021,1290000,1336000,8,6/24/2021 0:00
ME221067016,Stanislaus,16,2021,499950,530000,2,6/13/2021 0:00
ME221067749,Placer,10,2021,649000,658661,8,7/2/2021 0:00
ME221063912,El Dorado,18,2021,979000,1102500,9,6/18/2021 0:00
CROC21135768,Los Angeles,0,2021,1450000,1450000,0,5/26/2021 0:00
TM21-752372,Los Angeles,0,2021,4995000,5200000,0,7/13/2021 0:00
CRPV21042676,Los Angeles,0,2021,1549000,1531600,127,6/17/2021 0:00
TM21-749440,Los Angeles,0,2021,775000,900000,10,6/25/2021 0:00
CRIG21128758,Los Angeles,0,2021,759000,795000,5,6/19/2021 0:00
TM21-762008,Los Angeles,0,2021,1475000,1475000,0,7/15/2021 0:00
CRNDP2107000,San Diego,7,2021,549000,566000,3,6/20/2021 0:00
CRNDP2106728,San Diego,7,2021,890000,890000,0,6/8/2021 0:00
CRNDP2106762,San Diego,7,2021,1000000,1000007,3,6/14/2021 0:00
CRNDP2106894,San Diego,7,2021,2150000,2150000,0,6/15/2021 0:00
CROC21121810,Orange,1,2021,989000,1020000,25,7/1/2021 0:00
CRPW21118142,Orange,1,2021,785000,780000,23,6/24/2021 0:00
CRPW21118619,Orange,1,2021,974999,998000,13,6/16/2021 0:00
ML81849415,Monterey,22,2021,3695000,3695000,7,6/24/2021 0:00
CC40954078,Contra Costa,4,2021,849900,925000,10,6/22/2021 0:00
BE40954925,Alameda,5,2021,799000,853000,7,6/25/2021 0:00
BA321051244,Solano,14,2021,489999,530000,28,7/14/2021 0:00
CC40955656,Contra Costa,4,2021,1195000,1447875,2,6/25/2021 0:00
ML81848231,Santa Cruz,26,2021,799000,865000,4,6/14/2021 0:00
BE40955449,Santa Clara,6,2021,835000,835000,0,6/22/2021 0:00
ML81849554,Santa Clara,6,2021,1328888,1450000,2,6/20/2021 0:00
BA321057730,Mendocino,35,2021,457000,457000,14,5/21/2021 0:00
ME221071289,Placer,10,2021,410000,450000,5,6/23/2021 0:00
ME221065416,Sacramento,2,2021,699990,715000,9,6/19/2021 0:00
ME221066078,Sacramento,2,2021,429900,440000,5,6/15/2021 0:00
ME221068388,Sacramento,2,2021,469900,510000,5,6/19/2021 0:00
ME202001571,Butte,9,2020,449000,433000,122,9/24/2020 0:00
ME202000355,Butte,9,2020,299000,300000,33,3/4/2020 0:00
CRSB21063366,Los Angeles,0,2021,3699000,3850000,82,6/15/2021 0:00
CRDW21107398,Los Angeles,0,2021,699000,730000,37,6/25/2021 0:00
CRPW21124434,Orange,1,2021,829900,849000,15,6/22/2021 0:00
CNSR21125337,Los Angeles,0,2021,1699000,1658000,12,6/22/2021 0:00
CRSW21124462,Riverside,3,2021,749900,710000,2,6/11/2021 0:00
CROC21128669,San Bernardino,8,2021,507000,507000,0,5/17/2021 0:00
CRSW21134999,Riverside,3,2021,619777,680000,11,6/28/2021 0:00
CRSW21119862,Riverside,3,2021,715000,745000,10,6/13/2021 0:00
CROC21142659,Orange,1,2021,975000,1050000,4,7/6/2021 0:00
CROC21123129,Orange,1,2021,999900,1065000,15,6/20/2021 0:00
CRV0-219002428,Ventura,12,2019,715000,670000,108,6/21/2019 0:00
CRSC21094376,San Luis Obispo,20,2021,685000,725000,45,6/17/2021 0:00
SF421561422,San Francisco,19,2021,4750000,4750000,16,6/29/2021 0:00
SF421561561,San Francisco,19,2021,1688000,2100000,7,6/18/2021 0:00
BE40953657,Alameda,5,2021,1280000,1330000,8,6/18/2021 0:00
BE40956032,Alameda,5,2021,1348786,1580000,7,7/1/2021 0:00
EB40954765,Contra Costa,4,2021,489000,545000,12,6/29/2021 0:00
CC40957388,Contra Costa,4,2021,1195000,1405000,0,7/6/2021 0:00
EB40953959,Alameda,5,2021,1049000,1425000,12,6/23/2021 0:00
BA321055416,Sonoma,13,2021,885000,940000,9,7/1/2021 0:00
ML81849314,Santa Clara,6,2021,899000,950000,4,6/21/2021 0:00
BA321050817,Sonoma,13,2021,595000,650000,23,7/2/2021 0:00
CRMD21134298,Sonoma,13,2021,839000,800000,7,6/28/2021 0:00
ME221064689,Placer,10,2021,515000,536000,8,6/18/2021 0:00
ME221070220,El Dorado,18,2021,799900,850000,4,6/21/2021 0:00
ME221065771,Sacramento,2,2021,275000,315000,8,6/18/2021 0:00
ME221073531,Sacramento,2,2021,345000,390000,4,6/28/2021 0:00
ME201903468,Butte,9,2020,199000,180000,157,1/17/2020 0:00
ME201900289,Butte,9,2019,405000,368000,88,4/27/2019 0:00
ME202003567,Shasta,30,2021,235000,230000,69,2/22/2021 0:00
TM21-752136,Los Angeles,0,2021,1368000,1368000,3,6/7/2021 0:00
CRIV21126814,Los Angeles,0,2021,799900,871000,5,6/16/2021 0:00
CRCV21132275,Los Angeles,0,2021,500000,500000,0,6/17/2021 0:00
CRSW21127004,Riverside,3,2021,349900,381500,3,6/14/2021 0:00
CROC21103393,San Bernardino,8,2021,305000,305000,0,6/11/2021 0:00
CROC21131717,Orange,1,2021,800000,800000,0,6/17/2021 0:00
CROC21123745,Orange,1,2021,1075000,1200350,18,6/25/2021 0:00
CROC21132700,Orange,1,2021,999900,1135000,11,6/29/2021 0:00
CRPW21134742,Orange,1,2021,639000,670000,3,6/24/2021 0:00
CROC21115381,Orange,1,2021,799888,800000,9,6/27/2021 0:00
CNSR21138992,Los Angeles,0,2021,440000,440000,0,6/23/2021 0:00
ML81848305,San Mateo,11,2021,2388000,2700800,13,6/23/2021 0:00
ML81852036,Santa Clara,6,2021,2998000,3900000,4,7/10/2021 0:00
ML81849718,San Mateo,11,2021,1088000,1380000,7,6/25/2021 0:00
BA321054452,Napa,25,2021,649999,626000,9,6/26/2021 0:00
BA321056875,Solano,14,2021,525000,560000,5,6/29/2021 0:00
ML81852754,Alameda,5,2021,1100000,1100000,0,7/9/2021 0:00
BA321067869,Napa,25,2021,850000,850000,27,6/21/2021 0:00
EB40956838,Alameda,5,2021,749000,900000,0,7/1/2021 0:00
ML81850666,Santa Cruz,26,2021,2350000,2350000,0,6/24/2021 0:00
ME221080028,Santa Cruz,26,2021,869000,930000,2,7/9/2021 0:00
ML81849301,Santa Clara,6,2021,1078000,1250000,2,6/19/2021 0:00
BA321055486,Sonoma,13,2021,650000,685000,19,7/7/2021 0:00
ME221065457,Sacramento,2,2021,475000,510000,11,6/22/2021 0:00
ME221070266,Sacramento,2,2021,435000,445000,7,6/25/2021 0:00
BA321050694,Solano,14,2021,602000,602000,21,6/30/2021 0:00
ME221069741,El Dorado,18,2021,849000,826888,7,6/24/2021 0:00
ME221066046,Placer,10,2021,775000,810000,4,6/14/2021 0:00
ME201901832,Nevada,28,2019,329900,325000,118,7/18/2019 0:00
TM21-751564,Los Angeles,0,2021,975000,975000,1,6/11/2021 0:00
CRPW21135049,Los Angeles,0,2021,750000,792000,7,6/28/2021 0:00
CRPW21112157,Orange,1,2021,624000,670000,24,6/14/2021 0:00
CNSR21130518,Los Angeles,0,2021,799900,755000,0,6/16/2021 0:00
CROC21149197,Orange,1,2021,1075000,1075000,2,6/2/2021 0:00
CROC21128770,Orange,1,2021,645000,680000,8,6/23/2021 0:00
CRIG21126648,Riverside,3,2021,625000,650000,6,6/17/2021 0:00
CNSR21131086,Ventura,12,2021,700000,801000,3,6/20/2021 0:00
BE40953431,Contra Costa,4,2021,735000,740000,15,6/24/2021 0:00
ML81851599,Santa Cruz,26,2021,1200000,1300000,0,7/1/2021 0:00
ML81852908,Santa Clara,6,2021,1200000,1210000,3,7/12/2021 0:00
ML81848258,Santa Clara,6,2021,1788000,1999500,12,6/22/2021 0:00
ME221068711,Stanislaus,16,2021,624800,650000,1,6/24/2021 0:00
BA321050881,Sonoma,13,2021,729000,755000,13,6/23/2021 0:00
ME221062858,Sacramento,2,2021,299000,335000,7,6/17/2021 0:00
ME221065744,Sacramento,2,2021,599900,630000,5,6/15/2021 0:00
ME221071006,Sacramento,2,2021,499000,527500,7,6/26/2021 0:00
CROR21137580,Butte,9,2021,397500,397500,5,6/29/2021 0:00
CRNDP2106964,San Diego,7,2021,950000,1155000,6,6/21/2021 0:00
CRNDP2106549,San Diego,7,2021,1400000,1500000,6,6/14/2021 0:00
CRWS21131195,San Bernardino,8,2021,220000,220000,1,6/17/2021 0:00
TM21-746920,San Bernardino,8,2021,489900,515000,7,6/16/2021 0:00
CRCV21124456,San Bernardino,8,2021,388000,397000,13,6/29/2021 0:00
CROC21124620,Orange,1,2021,4995000,4890000,8,6/23/2021 0:00
CROC21107133,Orange,1,2021,899900,970000,9,6/23/2021 0:00
CROC21124424,Orange,1,2021,999900,1125000,9,6/18/2021 0:00
CRPW21124300,Orange,1,2021,1985000,2050000,4,6/13/2021 0:00
CRPW21124688,Riverside,3,2021,550000,600000,5,6/13/2021 0:00
CROC21134947,Ventura,12,2021,799000,880000,10,7/1/2021 0:00
CNSR21124095,Ventura,12,2021,824900,880500,7,6/16/2021 0:00
CC40956479,Solano,14,2021,349000,395000,29,5/18/2021 0:00
EB40953672,Alameda,5,2021,749000,872000,3,6/13/2021 0:00
BA321053040,Sonoma,13,2021,749000,780000,24,7/6/2021 0:00
ML81848644,Santa Cruz,26,2021,1499000,1700000,9,6/21/2021 0:00
ME221067872,Merced,27,2021,475000,475000,1,6/14/2021 0:00
BA321049681,Sonoma,13,2021,995000,1085000,19,6/29/2021 0:00
BA321053302,Sonoma,13,2021,769000,765000,29,7/14/2021 0:00
ME221042622,Placer,10,2021,730000,750000,8,7/1/2021 0:00
ME221070070,Sacramento,2,2021,584000,610000,5,6/22/2021 0:00
BA321064808,Solano,14,2021,670000,670000,75,6/28/2021 0:00
ME221060025,Sacramento,2,2021,775000,765000,20,6/29/2021 0:00
ME221038973,Sacramento,2,2021,499000,510500,7,6/25/2021 0:00
ME201900831,Butte,9,2019,365000,390000,37,4/24/2019 0:00
ME202001371,Butte,9,2020,379000,385000,6,5/9/2020 0:00
TM21-741996,Los Angeles,0,2021,1825000,1825000,4,6/21/2021 0:00
TM21-748228,Los Angeles,0,2021,988888,1260000,10,6/22/2021 0:00
TM21-747048,Los Angeles,0,2021,1449000,1552000,7,6/17/2021 0:00
CROC21143521,Orange,1,2021,825000,825000,1,7/1/2021 0:00
CRBB21130569,Los Angeles,0,2021,649000,753000,6,6/24/2021 0:00
CRCV21125613,San Bernardino,8,2021,799900,930000,9,6/18/2021 0:00
CRDW21126485,San Diego,7,2021,499000,540000,6,6/16/2021 0:00
CREV21124659,San Bernardino,8,2021,615000,640000,5,6/15/2021 0:00
CRSW21124656,Riverside,3,2021,585000,625000,3,6/13/2021 0:00
CROC21120928,Orange,1,2021,1268000,1350000,5,6/14/2021 0:00
CROC21123266,Orange,1,2021,979000,1060000,7,6/25/2021 0:00
CRPW21122421,Orange,1,2021,859000,875000,17,7/2/2021 0:00
CRV0-219000916,Ventura,12,2019,774900,800000,34,2/28/2019 0:00
CRPI21137827,Santa Barbara,29,2021,462000,462000,0,5/27/2021 0:00
CRNS21028439,San Luis Obispo,20,2021,799000,799000,0,2/8/2021 0:00
ML81848660,San Mateo,11,2021,3300000,3300000,0,6/11/2021 0:00
SF421561146,San Francisco,19,2021,5600000,5525000,17,6/26/2021 0:00
BE40953917,Alameda,5,2021,1995000,2750000,6,6/17/2021 0:00
CC40955180,Contra Costa,4,2021,1079000,1200000,6,6/24/2021 0:00
CC40955960,Contra Costa,4,2021,575000,635000,4,6/30/2021 0:00
BA321051285,Solano,14,2021,550000,585000,6,6/15/2021 0:00
ML81848126,Alameda,5,2021,1150000,1380000,8,6/17/2021 0:00
CC40953592,Solano,14,2021,485000,477000,6,6/16/2021 0:00
EB40953681,Alameda,5,2021,1988000,2350000,11,6/21/2021 0:00
BA321050747,Marin,17,2021,1275000,1350000,38,6/7/2021 0:00
ML81848197,Santa Clara,6,2021,1150000,1290000,5,6/15/2021 0:00
ME221070241,Sacramento,2,2021,449000,460000,3,6/24/2021 0:00
ME221071402,Sacramento,2,2021,899900,1080000,5,6/29/2021 0:00
ME221069976,Placer,10,2021,1195000,1410000,4,6/21/2021 0:00
ME221067703,Sacramento,2,2021,784000,855000,6,6/18/2021 0:00
ME221064829,Sacramento,2,2021,340000,335000,1,6/15/2021 0:00
ME221065384,Sacramento,2,2021,485000,520000,6,6/16/2021 0:00
ME221069413,Sacramento,2,2021,550000,601021,3,6/21/2021 0:00
CRPW21117848,Los Angeles,0,2021,664900,750000,9,6/18/2021 0:00
CRPW21126146,Los Angeles,0,2021,749000,780000,66,7/1/2021 0:00
CRAR21124455,Los Angeles,0,2021,1188000,1342000,13,6/23/2021 0:00
CNSR21126342,Los Angeles,0,2021,800000,800000,4,6/16/2021 0:00
CRNDP2106227,San Diego,7,2021,1099000,1250000,17,6/19/2021 0:00
CRNDP2106809,San Diego,7,2021,2199000,2598750,12,6/24/2021 0:00
CREV21136851,Riverside,3,2021,529900,560000,5,6/28/2021 0:00
CRIV21123760,Riverside,3,2021,525000,536000,9,6/13/2021 0:00
CRCV21132990,Riverside,3,2021,528000,560000,14,6/28/2021 0:00
CROC21129651,Orange,1,2021,739900,780000,9,6/24/2021 0:00
CROC21110936,Orange,1,2021,1200000,1380000,20,6/12/2021 0:00
CRPW21124782,Orange,1,2021,824800,915000,18,6/25/2021 0:00
ML81848476,San Mateo,11,2021,998000,1150000,6,6/17/2021 0:00
CC40953635,Contra Costa,4,2021,1798000,2050000,3,6/26/2021 0:00
ME221065671,Contra Costa,4,2021,729900,748000,5,6/15/2021 0:00
BA321056345,Solano,14,2021,699900,740000,6,6/29/2021 0:00
BA321050768,Marin,17,2021,2250000,2400000,0,5/31/2021 0:00
BA321051799,Sonoma,13,2021,850000,848000,18,6/29/2021 0:00
ME221068342,Placer,10,2021,549000,575000,5,6/21/2021 0:00
ME221065305,Sacramento,2,2021,619950,671675,4,6/14/2021 0:00
ME221074414,Sacramento,2,2021,525000,585000,1,6/26/2021 0:00
ME221066508,Sacramento,2,2021,410000,420000,0,6/11/2021 0:00
ME221067638,Sutter,23,2021,299000,299000,4,6/22/2021 0:00
CNSR21132238,Los Angeles,0,2021,500000,490000,1,6/6/2021 0:00
CNSR21127761,Ventura,12,2021,739000,746500,13,6/25/2021 0:00
CROC21132334,Los Angeles,0,2021,928888,945000,6,6/23/2021 0:00
CRCV21126213,San Bernardino,8,2021,299900,355000,4,6/14/2021 0:00
CROC21110265,Orange,1,2021,2225000,2100000,64,6/25/2021 0:00
CRLG21149146,Orange,1,2021,750000,750000,0,6/11/2021 0:00
CRPW21148447,Orange,1,2021,1550000,1550000,0,7/7/2021 0:00
CRV0-219013567,Ventura,12,2020,649900,655000,76,1/23/2020 0:00
SF421561545,San Francisco,19,2021,2400000,2650000,11,6/22/2021 0:00
ML81848909,San Mateo,11,2021,1398000,1500000,0,6/15/2021 0:00
BE40954835,Alameda,5,2021,1875000,1965000,0,6/17/2021 0:00
BA321053664,Sonoma,13,2021,929000,995000,8,6/29/2021 0:00
ME221060661,Yolo,24,2021,489000,482500,6,6/16/2021 0:00
ME221064883,Yolo,24,2021,700000,750000,9,6/18/2021 0:00
ME221068028,Sacramento,2,2021,365000,385000,6,6/21/2021 0:00
ME221070415,Sacramento,2,2021,549000,530000,8,7/2/2021 0:00
ME221068002,Sacramento,2,2021,365000,400000,4,6/21/2021 0:00
ME202003240,Butte,9,2021,249000,261000,64,1/5/2021 0:00
CRPW21088059,Los Angeles,0,2021,825000,825000,29,5/25/2021 0:00
CNSR21124931,Ventura,12,2021,852000,852000,2,6/6/2021 0:00
CNSR21121182,Los Angeles,0,2021,945000,1025000,18,6/21/2021 0:00
TM21-750720,Los Angeles,0,2021,1749999,1830000,6,6/24/2021 0:00
CRWS21122502,Los Angeles,0,2021,670000,765000,7,6/14/2021 0:00
CRAR21133450,Los Angeles,0,2021,1350000,1445630,0,6/19/2021 0:00
CROC21137182,Los Angeles,0,2021,675000,675000,1,6/24/2021 0:00
CRNDP2106500,San Diego,7,2021,1250000,1300000,4,6/10/2021 0:00
CRIV21125820,San Bernardino,8,2021,419000,450000,11,6/18/2021 0:00
CRTR21135396,Riverside,3,2021,995000,949000,8,6/30/2021 0:00
CRSC21120232,San Luis Obispo,20,2021,899000,1158000,4,6/14/2021 0:00
CRMD21143252,Madera,34,2021,345000,345000,0,7/1/2021 0:00
ML81850794,San Mateo,11,2021,2823500,2823500,0,6/25/2021 0:00
EB40953711,Contra Costa,4,2021,825000,870000,9,6/19/2021 0:00
BA321051378,Sonoma,13,2021,480000,505000,22,7/2/2021 0:00
ME221065778,El Dorado,18,2021,519000,575000,6,6/16/2021 0:00
ME221068062,Sacramento,2,2021,378000,400000,6,6/22/2021 0:00
ME221070295,Sacramento,2,2021,459000,510000,6,6/23/2021 0:00
CRSB21128427,Los Angeles,0,2021,799000,879000,16,7/1/2021 0:00
CNSR21127040,Los Angeles,0,2021,699999,710000,5,6/15/2021 0:00
CRSW21095333,San Bernardino,8,2021,879000,888000,4,6/19/2021 0:00
CRIV21124029,Riverside,3,2021,549000,575000,16,6/24/2021 0:00
CRIG21123773,Riverside,3,2021,569000,595000,14,6/21/2021 0:00
CRSW21128450,Riverside,3,2021,425000,436500,20,6/16/2021 0:00
CROC21128812,Orange,1,2021,1050000,1050000,114,4/26/2021 0:00
CRNP21148570,Orange,1,2021,7820000,7820000,0,7/8/2021 0:00
CROC21121856,Orange,1,2021,825000,860000,5,6/23/2021 0:00
CNSR21130554,Ventura,12,2021,740000,800000,0,6/15/2021 0:00
ML81849395,San Mateo,11,2021,12800000,14000000,2,6/19/2021 0:00
EB40956553,Contra Costa,4,2021,595000,605000,0,6/29/2021 0:00
EB40955485,Contra Costa,4,2021,650000,650000,0,6/22/2021 0:00
BE40954258,Alameda,5,2021,399950,515000,2,6/16/2021 0:00
BE40953872,Alameda,5,2021,937500,937500,0,6/11/2021 0:00
CC40959081,Contra Costa,4,2021,2325000,2325000,0,7/16/2021 0:00
ML81848697,Santa Cruz,26,2021,949000,1080000,10,6/30/2021 0:00
ML81849677,Santa Clara,6,2021,1599000,1900000,3,6/21/2021 0:00
ME221063086,Sacramento,2,2021,899000,949000,5,6/22/2021 0:00
ME221053230,Placer,10,2021,750000,850000,4,6/21/2021 0:00
ME221048749,Sacramento,2,2021,430000,475000,6,6/22/2021 0:00
ME221072392,Sacramento,2,2021,600000,665000,5,6/29/2021 0:00
ME221067651,Sutter,23,2021,499000,510000,4,6/18/2021 0:00
TM21-751562,Los Angeles,0,2021,480000,490000,2,6/21/2021 0:00
CNSR21136514,Los Angeles,0,2021,799000,965000,4,6/28/2021 0:00
CRCV21052597,Los Angeles,0,2021,835000,875000,3,6/17/2021 0:00
CROC21140520,San Bernardino,8,2021,299000,299000,8,7/6/2021 0:00
CRIV21125367,Riverside,3,2021,619900,600000,16,6/27/2021 0:00
CRCV21132239,Riverside,3,2021,473000,473800,10,6/27/2021 0:00
CRPW21130534,Riverside,3,2021,515000,590000,7,6/22/2021 0:00
CRNP21133432,Orange,1,2021,635000,627500,1,6/17/2021 0:00
CRSB21129225,Orange,1,2021,1199000,1335000,2,6/17/2021 0:00
CRV0-219003358,Ventura,12,2019,749900,649000,14,4/8/2019 0:00
CRV0-219011783,Ventura,12,2019,499900,510000,77,10/1/2019 0:00
ML81849577,Monterey,22,2021,1000000,1059000,4,6/22/2021 0:00
BE40954776,Alameda,5,2021,1489950,1711000,1,6/18/2021 0:00
EB40953838,Alameda,5,2021,899000,950000,12,7/1/2021 0:00
BA321053886,Napa,25,2021,1195000,1250000,33,7/19/2021 0:00
ML81848547,Alameda,5,2021,1399999,1720000,6,6/17/2021 0:00
BA321064998,Solano,14,2021,400000,390000,5,7/6/2021 0:00
CC40953424,Contra Costa,4,2021,1549000,1575000,1,6/10/2021 0:00
ML81848049,San Benito,40,2021,735000,777000,5,6/14/2021 0:00
ME221070943,San Joaquin,15,2021,399000,412500,4,6/22/2021 0:00
CRLC21125920,Lake,37,2021,265000,265000,1,6/10/2021 0:00
ME221065419,El Dorado,18,2021,815000,829000,11,6/29/2021 0:00
ME221064844,Sacramento,2,2021,425000,453000,5,6/14/2021 0:00
ME201903237,Yuba,21,2020,243000,233500,269,6/13/2020 0:00
CRWS21133250,Los Angeles,0,2021,878000,965000,12,7/1/2021 0:00
CRP1-5157,Los Angeles,0,2021,998000,1150000,32,7/12/2021 0:00
TM21-747808,Los Angeles,0,2021,1495000,1750000,5,6/16/2021 0:00
CRNDP2106801,San Diego,7,2021,1999995,2080000,6,6/18/2021 0:00
CRCV21127874,San Bernardino,8,2021,360000,363000,3,6/14/2021 0:00
CRIV21129092,Riverside,3,2021,450000,490000,3,6/19/2021 0:00
CRSW21134177,Riverside,3,2021,419900,450000,8,6/29/2021 0:00
CROC21134729,Orange,1,2021,1237000,1237000,19,6/2/2021 0:00
CROC21118072,Orange,1,2021,1250000,1218750,15,6/16/2021 0:00
CROC21069211,Orange,1,2021,799900,850000,90,6/27/2021 0:00
CRPI21137765,Ventura,12,2021,689900,700000,3,6/26/2021 0:00
CNSR21127195,Los Angeles,0,2021,494900,505000,5,6/16/2021 0:00
ML81848718,Monterey,22,2021,485000,497500,6,6/19/2021 0:00
ML81850823,San Mateo,11,2021,2250000,2350000,4,6/29/2021 0:00
EB40955653,Contra Costa,4,2021,625000,825000,0,6/23/2021 0:00
ME221064930,San Joaquin,15,2021,500000,530000,5,6/14/2021 0:00
ME221063184,El Dorado,18,2021,798000,840000,4,6/14/2021 0:00
ME202000339,Butte,9,2020,219000,203500,33,3/4/2020 0:00
CROR21128621,Butte,9,2021,290000,295000,2,6/16/2021 0:00
CRDW21128736,Los Angeles,0,2021,659900,660000,9,6/23/2021 0:00
CNSR21124138,Los Angeles,0,2021,630000,665000,8,6/17/2021 0:00
CRIV21114430,San Bernardino,8,2021,500000,525000,26,6/22/2021 0:00
